Year,Sex,Age_Group,Education_Level,State,Number_Individuals
2021,Male,18-24,Less than 9th grade,Alaska,1121
2021,Male,18-24,"9th to 12th grade, no diploma",Alaska,5050
2021,Male,18-24,High school graduate (includes equivalency),Alaska,19837
2021,Male,18-24,"Some college, no degree",Alaska,11230
2021,Male,18-24,Associate's degree,Alaska,1374
2021,Male,18-24,Bachelor's degree,Alaska,766
2021,Male,18-24,Graduate or professional degree,Alaska,50
2021,Male,25-34,Less than 9th grade,Alaska,1486
2021,Male,25-34,"9th to 12th grade, no diploma",Alaska,2872
2021,Male,25-34,High school graduate (includes equivalency),Alaska,21491
2021,Male,25-34,"Some college, no degree",Alaska,14706
2021,Male,25-34,Associate's degree,Alaska,5781
2021,Male,25-34,Bachelor's degree,Alaska,9690
2021,Male,25-34,Graduate or professional degree,Alaska,3299
2021,Male,35-44,Less than 9th grade,Alaska,887
2021,Male,35-44,"9th to 12th grade, no diploma",Alaska,2530
2021,Male,35-44,High school graduate (includes equivalency),Alaska,17862
2021,Male,35-44,"Some college, no degree",Alaska,12387
2021,Male,35-44,Associate's degree,Alaska,5601
2021,Male,35-44,Bachelor's degree,Alaska,8436
2021,Male,35-44,Graduate or professional degree,Alaska,4876
2021,Male,45-64,Less than 9th grade,Alaska,2488
2021,Male,45-64,"9th to 12th grade, no diploma",Alaska,4670
2021,Male,45-64,High school graduate (includes equivalency),Alaska,25029
2021,Male,45-64,"Some college, no degree",Alaska,23303
2021,Male,45-64,Associate's degree,Alaska,6234
2021,Male,45-64,Bachelor's degree,Alaska,15823
2021,Male,45-64,Graduate or professional degree,Alaska,11583
2021,Male,65 and older,Less than 9th grade,Alaska,1658
2021,Male,65 and older,"9th to 12th grade, no diploma",Alaska,2042
2021,Male,65 and older,High school graduate (includes equivalency),Alaska,13936
2021,Male,65 and older,"Some college, no degree",Alaska,12886
2021,Male,65 and older,Associate's degree,Alaska,2554
2021,Male,65 and older,Bachelor's degree,Alaska,8903
2021,Male,65 and older,Graduate or professional degree,Alaska,7697
2021,Female,18-24,Less than 9th grade,Alaska,237
2021,Female,18-24,"9th to 12th grade, no diploma",Alaska,2507
2021,Female,18-24,High school graduate (includes equivalency),Alaska,13854
2021,Female,18-24,"Some college, no degree",Alaska,8793
2021,Female,18-24,Associate's degree,Alaska,1113
2021,Female,18-24,Bachelor's degree,Alaska,1561
2021,Female,18-24,Graduate or professional degree,Alaska,0
2021,Female,25-34,Less than 9th grade,Alaska,562
2021,Female,25-34,"9th to 12th grade, no diploma",Alaska,2101
2021,Female,25-34,High school graduate (includes equivalency),Alaska,13108
2021,Female,25-34,"Some college, no degree",Alaska,13024
2021,Female,25-34,Associate's degree,Alaska,3940
2021,Female,25-34,Bachelor's degree,Alaska,15297
2021,Female,25-34,Graduate or professional degree,Alaska,4984
2021,Female,35-44,Less than 9th grade,Alaska,470
2021,Female,35-44,"9th to 12th grade, no diploma",Alaska,1605
2021,Female,35-44,High school graduate (includes equivalency),Alaska,9550
2021,Female,35-44,"Some college, no degree",Alaska,11433
2021,Female,35-44,Associate's degree,Alaska,4903
2021,Female,35-44,Bachelor's degree,Alaska,13245
2021,Female,35-44,Graduate or professional degree,Alaska,9170
2021,Female,45-64,Less than 9th grade,Alaska,1272
2021,Female,45-64,"9th to 12th grade, no diploma",Alaska,3673
2021,Female,45-64,High school graduate (includes equivalency),Alaska,21394
2021,Female,45-64,"Some college, no degree",Alaska,19892
2021,Female,45-64,Associate's degree,Alaska,7776
2021,Female,45-64,Bachelor's degree,Alaska,19253
2021,Female,45-64,Graduate or professional degree,Alaska,9683
2021,Female,65 and older,Less than 9th grade,Alaska,1725
2021,Female,65 and older,"9th to 12th grade, no diploma",Alaska,2449
2021,Female,65 and older,High school graduate (includes equivalency),Alaska,13103
2021,Female,65 and older,"Some college, no degree",Alaska,10619
2021,Female,65 and older,Associate's degree,Alaska,3487
2021,Female,65 and older,Bachelor's degree,Alaska,10775
2021,Female,65 and older,Graduate or professional degree,Alaska,6576
2022,Male,18-24,Less than 9th grade,Alaska,189
2022,Male,18-24,"9th to 12th grade, no diploma",Alaska,4285
2022,Male,18-24,High school graduate (includes equivalency),Alaska,19085
2022,Male,18-24,"Some college, no degree",Alaska,10082
2022,Male,18-24,Associate's degree,Alaska,1570
2022,Male,18-24,Bachelor's degree,Alaska,3346
2022,Male,18-24,Graduate or professional degree,Alaska,12
2022,Male,25-34,Less than 9th grade,Alaska,622
2022,Male,25-34,"9th to 12th grade, no diploma",Alaska,2907
2022,Male,25-34,High school graduate (includes equivalency),Alaska,21342
2022,Male,25-34,"Some college, no degree",Alaska,16253
2022,Male,25-34,Associate's degree,Alaska,6305
2022,Male,25-34,Bachelor's degree,Alaska,11529
2022,Male,25-34,Graduate or professional degree,Alaska,3894
2022,Male,35-44,Less than 9th grade,Alaska,578
2022,Male,35-44,"9th to 12th grade, no diploma",Alaska,2556
2022,Male,35-44,High school graduate (includes equivalency),Alaska,20064
2022,Male,35-44,"Some college, no degree",Alaska,10933
2022,Male,35-44,Associate's degree,Alaska,6373
2022,Male,35-44,Bachelor's degree,Alaska,9684
2022,Male,35-44,Graduate or professional degree,Alaska,4959
2022,Male,45-64,Less than 9th grade,Alaska,3033
2022,Male,45-64,"9th to 12th grade, no diploma",Alaska,4274
2022,Male,45-64,High school graduate (includes equivalency),Alaska,27846
2022,Male,45-64,"Some college, no degree",Alaska,20052
2022,Male,45-64,Associate's degree,Alaska,8424
2022,Male,45-64,Bachelor's degree,Alaska,15939
2022,Male,45-64,Graduate or professional degree,Alaska,9895
2022,Male,65 and older,Less than 9th grade,Alaska,1010
2022,Male,65 and older,"9th to 12th grade, no diploma",Alaska,2167
2022,Male,65 and older,High school graduate (includes equivalency),Alaska,13732
2022,Male,65 and older,"Some college, no degree",Alaska,13213
2022,Male,65 and older,Associate's degree,Alaska,4990
2022,Male,65 and older,Bachelor's degree,Alaska,7394
2022,Male,65 and older,Graduate or professional degree,Alaska,7869
2022,Female,18-24,Less than 9th grade,Alaska,546
2022,Female,18-24,"9th to 12th grade, no diploma",Alaska,2781
2022,Female,18-24,High school graduate (includes equivalency),Alaska,13983
2022,Female,18-24,"Some college, no degree",Alaska,9517
2022,Female,18-24,Associate's degree,Alaska,928
2022,Female,18-24,Bachelor's degree,Alaska,2226
2022,Female,18-24,Graduate or professional degree,Alaska,70
2022,Female,25-34,Less than 9th grade,Alaska,782
2022,Female,25-34,"9th to 12th grade, no diploma",Alaska,2668
2022,Female,25-34,High school graduate (includes equivalency),Alaska,12562
2022,Female,25-34,"Some college, no degree",Alaska,12183
2022,Female,25-34,Associate's degree,Alaska,4197
2022,Female,25-34,Bachelor's degree,Alaska,12426
2022,Female,25-34,Graduate or professional degree,Alaska,6230
2022,Female,35-44,Less than 9th grade,Alaska,995
2022,Female,35-44,"9th to 12th grade, no diploma",Alaska,1862
2022,Female,35-44,High school graduate (includes equivalency),Alaska,10305
2022,Female,35-44,"Some college, no degree",Alaska,11801
2022,Female,35-44,Associate's degree,Alaska,5469
2022,Female,35-44,Bachelor's degree,Alaska,12192
2022,Female,35-44,Graduate or professional degree,Alaska,7140
2022,Female,45-64,Less than 9th grade,Alaska,2093
2022,Female,45-64,"9th to 12th grade, no diploma",Alaska,2956
2022,Female,45-64,High school graduate (includes equivalency),Alaska,23020
2022,Female,45-64,"Some college, no degree",Alaska,18748
2022,Female,45-64,Associate's degree,Alaska,7429
2022,Female,45-64,Bachelor's degree,Alaska,15746
2022,Female,45-64,Graduate or professional degree,Alaska,9478
2022,Female,65 and older,Less than 9th grade,Alaska,1837
2022,Female,65 and older,"9th to 12th grade, no diploma",Alaska,2329
2022,Female,65 and older,High school graduate (includes equivalency),Alaska,13584
2022,Female,65 and older,"Some college, no degree",Alaska,12895
2022,Female,65 and older,Associate's degree,Alaska,5183
2022,Female,65 and older,Bachelor's degree,Alaska,9258
2022,Female,65 and older,Graduate or professional degree,Alaska,6013
2023,Male,18-24,Less than 9th grade,Alaska,980
2023,Male,18-24,"9th to 12th grade, no diploma",Alaska,4808
2023,Male,18-24,High school graduate (includes equivalency),Alaska,20171
2023,Male,18-24,"Some college, no degree",Alaska,9432
2023,Male,18-24,Associate's degree,Alaska,1223
2023,Male,18-24,Bachelor's degree,Alaska,1015
2023,Male,18-24,Graduate or professional degree,Alaska,0
2023,Male,25-34,Less than 9th grade,Alaska,1464
2023,Male,25-34,"9th to 12th grade, no diploma",Alaska,3572
2023,Male,25-34,High school graduate (includes equivalency),Alaska,22556
2023,Male,25-34,"Some college, no degree",Alaska,14510
2023,Male,25-34,Associate's degree,Alaska,4559
2023,Male,25-34,Bachelor's degree,Alaska,8700
2023,Male,25-34,Graduate or professional degree,Alaska,3301
2023,Male,35-44,Less than 9th grade,Alaska,485
2023,Male,35-44,"9th to 12th grade, no diploma",Alaska,2188
2023,Male,35-44,High school graduate (includes equivalency),Alaska,17977
2023,Male,35-44,"Some college, no degree",Alaska,12579
2023,Male,35-44,Associate's degree,Alaska,4684
2023,Male,35-44,Bachelor's degree,Alaska,14029
2023,Male,35-44,Graduate or professional degree,Alaska,6305
2023,Male,45-64,Less than 9th grade,Alaska,2299
2023,Male,45-64,"9th to 12th grade, no diploma",Alaska,4609
2023,Male,45-64,High school graduate (includes equivalency),Alaska,30161
2023,Male,45-64,"Some college, no degree",Alaska,18490
2023,Male,45-64,Associate's degree,Alaska,7454
2023,Male,45-64,Bachelor's degree,Alaska,17010
2023,Male,45-64,Graduate or professional degree,Alaska,8854
2023,Male,65 and older,Less than 9th grade,Alaska,2096
2023,Male,65 and older,"9th to 12th grade, no diploma",Alaska,2167
2023,Male,65 and older,High school graduate (includes equivalency),Alaska,13747
2023,Male,65 and older,"Some college, no degree",Alaska,13216
2023,Male,65 and older,Associate's degree,Alaska,4266
2023,Male,65 and older,Bachelor's degree,Alaska,7418
2023,Male,65 and older,Graduate or professional degree,Alaska,7823
2023,Female,18-24,Less than 9th grade,Alaska,201
2023,Female,18-24,"9th to 12th grade, no diploma",Alaska,2534
2023,Female,18-24,High school graduate (includes equivalency),Alaska,13688
2023,Female,18-24,"Some college, no degree",Alaska,7384
2023,Female,18-24,Associate's degree,Alaska,1925
2023,Female,18-24,Bachelor's degree,Alaska,1645
2023,Female,18-24,Graduate or professional degree,Alaska,142
2023,Female,25-34,Less than 9th grade,Alaska,1035
2023,Female,25-34,"9th to 12th grade, no diploma",Alaska,2429
2023,Female,25-34,High school graduate (includes equivalency),Alaska,15236
2023,Female,25-34,"Some college, no degree",Alaska,11938
2023,Female,25-34,Associate's degree,Alaska,3509
2023,Female,25-34,Bachelor's degree,Alaska,13017
2023,Female,25-34,Graduate or professional degree,Alaska,6024
2023,Female,35-44,Less than 9th grade,Alaska,393
2023,Female,35-44,"9th to 12th grade, no diploma",Alaska,2390
2023,Female,35-44,High school graduate (includes equivalency),Alaska,11934
2023,Female,35-44,"Some college, no degree",Alaska,11566
2023,Female,35-44,Associate's degree,Alaska,4243
2023,Female,35-44,Bachelor's degree,Alaska,11813
2023,Female,35-44,Graduate or professional degree,Alaska,9545
2023,Female,45-64,Less than 9th grade,Alaska,1054
2023,Female,45-64,"9th to 12th grade, no diploma",Alaska,2703
2023,Female,45-64,High school graduate (includes equivalency),Alaska,18892
2023,Female,45-64,"Some college, no degree",Alaska,21342
2023,Female,45-64,Associate's degree,Alaska,7790
2023,Female,45-64,Bachelor's degree,Alaska,16999
2023,Female,45-64,Graduate or professional degree,Alaska,11256
2023,Female,65 and older,Less than 9th grade,Alaska,2550
2023,Female,65 and older,"9th to 12th grade, no diploma",Alaska,2027
2023,Female,65 and older,High school graduate (includes equivalency),Alaska,13104
2023,Female,65 and older,"Some college, no degree",Alaska,11951
2023,Female,65 and older,Associate's degree,Alaska,5520
2023,Female,65 and older,Bachelor's degree,Alaska,10105
2023,Female,65 and older,Graduate or professional degree,Alaska,7008
2018,Male,18-24,Less than 9th grade,Arizona,7116
2018,Male,18-24,"9th to 12th grade, no diploma",Arizona,53104
2018,Male,18-24,High school graduate (includes equivalency),Arizona,125103
2018,Male,18-24,"Some college, no degree",Arizona,130173
2018,Male,18-24,Associate's degree,Arizona,14414
2018,Male,18-24,Bachelor's degree,Arizona,25230
2018,Male,18-24,Graduate or professional degree,Arizona,1364
2018,Male,25-34,Less than 9th grade,Arizona,14223
2018,Male,25-34,"9th to 12th grade, no diploma",Arizona,45635
2018,Male,25-34,High school graduate (includes equivalency),Arizona,144812
2018,Male,25-34,"Some college, no degree",Arizona,124501
2018,Male,25-34,Associate's degree,Arizona,44656
2018,Male,25-34,Bachelor's degree,Arizona,98578
2018,Male,25-34,Graduate or professional degree,Arizona,35241
2018,Male,35-44,Less than 9th grade,Arizona,22746
2018,Male,35-44,"9th to 12th grade, no diploma",Arizona,40516
2018,Male,35-44,High school graduate (includes equivalency),Arizona,109089
2018,Male,35-44,"Some college, no degree",Arizona,106447
2018,Male,35-44,Associate's degree,Arizona,42542
2018,Male,35-44,Bachelor's degree,Arizona,78507
2018,Male,35-44,Graduate or professional degree,Arizona,47131
2018,Male,45-64,Less than 9th grade,Arizona,53192
2018,Male,45-64,"9th to 12th grade, no diploma",Arizona,59960
2018,Male,45-64,High school graduate (includes equivalency),Arizona,204640
2018,Male,45-64,"Some college, no degree",Arizona,201465
2018,Male,45-64,Associate's degree,Arizona,71532
2018,Male,45-64,Bachelor's degree,Arizona,150399
2018,Male,45-64,Graduate or professional degree,Arizona,94622
2018,Male,65 and older,Less than 9th grade,Arizona,36215
2018,Male,65 and older,"9th to 12th grade, no diploma",Arizona,30930
2018,Male,65 and older,High school graduate (includes equivalency),Arizona,124796
2018,Male,65 and older,"Some college, no degree",Arizona,142758
2018,Male,65 and older,Associate's degree,Arizona,43050
2018,Male,65 and older,Bachelor's degree,Arizona,110434
2018,Male,65 and older,Graduate or professional degree,Arizona,91217
2018,Female,18-24,Less than 9th grade,Arizona,4308
2018,Female,18-24,"9th to 12th grade, no diploma",Arizona,41239
2018,Female,18-24,High school graduate (includes equivalency),Arizona,105619
2018,Female,18-24,"Some college, no degree",Arizona,128160
2018,Female,18-24,Associate's degree,Arizona,21147
2018,Female,18-24,Bachelor's degree,Arizona,30650
2018,Female,18-24,Graduate or professional degree,Arizona,1716
2018,Female,25-34,Less than 9th grade,Arizona,9827
2018,Female,25-34,"9th to 12th grade, no diploma",Arizona,32520
2018,Female,25-34,High school graduate (includes equivalency),Arizona,100324
2018,Female,25-34,"Some college, no degree",Arizona,131567
2018,Female,25-34,Associate's degree,Arizona,46037
2018,Female,25-34,Bachelor's degree,Arizona,110953
2018,Female,25-34,Graduate or professional degree,Arizona,40454
2018,Female,35-44,Less than 9th grade,Arizona,21045
2018,Female,35-44,"9th to 12th grade, no diploma",Arizona,34879
2018,Female,35-44,High school graduate (includes equivalency),Arizona,89769
