"Year","Category","State","Value"
"2018","Percent_Families_75000_99999","Alaska",14.1
"2018","Total_Families_75000_99999","Alaska",23621.307
"2018","Percent_Families_100000_149999","Alaska",22.9
"2018","Total_Families_100000_149999","Alaska",38363.683
"2018","Percent_Families_150000_199999","Alaska",10.3
"2018","Total_Families_150000_199999","Alaska",17255.281
"2018","Percent_Families_200000_or_more","Alaska",11
"2018","Total_Families_200000_or_more","Alaska",18427.97
"2018","Families_median_income_(dollars)","Alaska",89847
"2018","Families_mean_income_(dollars)","Alaska",109619
"2018","Total_Married-couple-families","Alaska",127824
"2018","Percent_Married-couple-families_Less_10000","Alaska",1.1
"2018","Total_Married-couple-families_Less_10000","Alaska",1406.064
"2018","Percent_Married-couple-families_10000_14999","Alaska",0.8
"2018","Total_Married-couple-families_10000_14999","Alaska",1022.592
"2018","Percent_Married-couple-families_15000_24999","Alaska",2.7
"2018","Total_Married-couple-families_15000_24999","Alaska",3451.248
"2018","Percent_Married-couple-families_25000_34999","Alaska",4.4
"2018","Total_Married-couple-families_25000_34999","Alaska",5624.256
"2018","Percent_Married-couple-families_35000_49999","Alaska",7
"2018","Total_Married-couple-families_35000_49999","Alaska",8947.68
"2018","Percent_Married-couple-families_50000_74999","Alaska",16.8
"2018","Total_Married-couple-families_50000_74999","Alaska",21474.432
"2018","Percent_Married-couple-families_75000_99999","Alaska",14.6
"2018","Total_Married-couple-families_75000_99999","Alaska",18662.304
"2018","Percent_Married-couple-families_100000_149999","Alaska",26.5
"2018","Total_Married-couple-families_100000_149999","Alaska",33873.36
"2018","Percent_Married-couple-families_150000_199999","Alaska",13.3
"2018","Total_Married-couple-families_150000_199999","Alaska",17000.592
"2018","Percent_Married-couple-families_200000_or_more","Alaska",12.7
"2018","Total_Married-couple-families_200000_or_more","Alaska",16233.648
"2018","Married-couple-families_median_income_(dollars)","Alaska",102840
"2018","Married-couple-families_mean_income_(dollars)","Alaska",122489
"2018","Total_Nonfamily_households","Alaska",87024
"2018","Percent_Nonfamily_households_Less_10000","Alaska",9.1
"2018","Total_Nonfamily_households_Less_10000","Alaska",7919.184
"2018","Percent_Nonfamily_households_10000_14999","Alaska",6.2
"2018","Total_Nonfamily_households_10000_14999","Alaska",5395.488
"2018","Percent_Nonfamily_households_15000_24999","Alaska",11.5
"2018","Total_Nonfamily_households_15000_24999","Alaska",10007.76
"2018","Percent_Nonfamily_households_25000_34999","Alaska",9.7
"2018","Total_Nonfamily_households_25000_34999","Alaska",8441.328
"2018","Percent_Nonfamily_households_35000_49999","Alaska",14.1
"2018","Total_Nonfamily_households_35000_49999","Alaska",12270.384
"2018","Percent_Nonfamily_households_50000_74999","Alaska",21.6
"2018","Total_Nonfamily_households_50000_74999","Alaska",18797.184
"2018","Percent_Nonfamily_households_75000_99999","Alaska",11.4
"2018","Total_Nonfamily_households_75000_99999","Alaska",9920.736
"2018","Percent_Nonfamily_households_100000_149999","Alaska",8.9
"2018","Total_Nonfamily_households_100000_149999","Alaska",7745.136
"2018","Percent_Nonfamily_households_150000_199999","Alaska",3.7
"2018","Total_Nonfamily_households_150000_199999","Alaska",3219.888
"2018","Percent_Nonfamily_households_200000_or_more","Alaska",3.7
"2018","Total_Nonfamily_households_200000_or_more","Alaska",3219.888
"2018","Nonfamily_households_median_income_(dollars)","Alaska",49061
"2018","Nonfamily_households_mean_income_(dollars)","Alaska",63577
"2019","Total_Households","Alaska",252199
"2019","Percent_Households_Less_10000","Alaska",4.1
"2019","Total_Households_Less_10000","Alaska",10340.159
"2019","Percent_Households_10000_14999","Alaska",3.2
"2019","Total_Households_10000_14999","Alaska",8070.368
"2019","Percent_Households_15000_24999","Alaska",6.6
"2019","Total_Households_15000_24999","Alaska",16645.134
"2019","Percent_Households_25000_34999","Alaska",6.9
"2019","Total_Households_25000_34999","Alaska",17401.731
"2019","Percent_Households_35000_49999","Alaska",10.7
"2019","Total_Households_35000_49999","Alaska",26985.293
"2019","Percent_Households_50000_74999","Alaska",18.1
"2019","Total_Households_50000_74999","Alaska",45648.019
"2019","Percent_Households_75000_99999","Alaska",13.4
"2019","Total_Households_75000_99999","Alaska",33794.666
"2019","Percent_Households_100000_149999","Alaska",18.2
"2019","Total_Households_100000_149999","Alaska",45900.218
"2019","Percent_Households_150000_199999","Alaska",9.4
"2019","Total_Households_150000_199999","Alaska",23706.706
"2019","Percent_Households_200000_or_more","Alaska",9.3
"2019","Total_Households_200000_or_more","Alaska",23454.507
"2019","Households_median_income_(dollars)","Alaska",75463
"2019","Household_mean_income_(dollars)","Alaska",98504
"2019","Total_Families","Alaska",163134
"2019","Percent_Families_Less_10000","Alaska",2
"2019","Total_Families_Less_10000","Alaska",3262.68
"2019","Percent_Families_10000_14999","Alaska",1.8
"2019","Total_Families_10000_14999","Alaska",2936.412
"2019","Percent_Families_15000_24999","Alaska",3.7
"2019","Total_Families_15000_24999","Alaska",6035.958
"2019","Percent_Families_25000_34999","Alaska",5.6
"2019","Total_Families_25000_34999","Alaska",9135.504
"2019","Percent_Families_35000_49999","Alaska",9
"2019","Total_Families_35000_49999","Alaska",14682.06
"2019","Percent_Families_50000_74999","Alaska",17.9
"2019","Total_Families_50000_74999","Alaska",29200.986
"2019","Percent_Families_75000_99999","Alaska",13.7
"2019","Total_Families_75000_99999","Alaska",22349.358
"2019","Percent_Families_100000_149999","Alaska",21.6
"2019","Total_Families_100000_149999","Alaska",35236.944
"2019","Percent_Families_150000_199999","Alaska",12.8
"2019","Total_Families_150000_199999","Alaska",20881.152
"2019","Percent_Families_200000_or_more","Alaska",12
"2019","Total_Families_200000_or_more","Alaska",19576.08
"2019","Families_median_income_(dollars)","Alaska",91971
"2019","Families_mean_income_(dollars)","Alaska",115639
"2019","Total_Married-couple-families","Alaska",124608
"2019","Percent_Married-couple-families_Less_10000","Alaska",0.5
"2019","Total_Married-couple-families_Less_10000","Alaska",623.04
"2019","Percent_Married-couple-families_10000_14999","Alaska",1.3
"2019","Total_Married-couple-families_10000_14999","Alaska",1619.904
"2019","Percent_Married-couple-families_15000_24999","Alaska",1.8
"2019","Total_Married-couple-families_15000_24999","Alaska",2242.944
"2019","Percent_Married-couple-families_25000_34999","Alaska",3.6
"2019","Total_Married-couple-families_25000_34999","Alaska",4485.888
"2019","Percent_Married-couple-families_35000_49999","Alaska",7.7
"2019","Total_Married-couple-families_35000_49999","Alaska",9594.816
"2019","Percent_Married-couple-families_50000_74999","Alaska",15.9
"2019","Total_Married-couple-families_50000_74999","Alaska",19812.672
"2019","Percent_Married-couple-families_75000_99999","Alaska",14.6
"2019","Total_Married-couple-families_75000_99999","Alaska",18192.768
"2019","Percent_Married-couple-families_100000_149999","Alaska",24.2
"2019","Total_Married-couple-families_100000_149999","Alaska",30155.136
"2019","Percent_Married-couple-families_150000_199999","Alaska",15.7
"2019","Total_Married-couple-families_150000_199999","Alaska",19563.456
"2019","Percent_Married-couple-families_200000_or_more","Alaska",14.8
"2019","Total_Married-couple-families_200000_or_more","Alaska",18441.984
"2019","Married-couple-families_median_income_(dollars)","Alaska",106046
"2019","Married-couple-families_mean_income_(dollars)","Alaska",130245
"2019","Total_Nonfamily_households","Alaska",89065
"2019","Percent_Nonfamily_households_Less_10000","Alaska",8.6
"2019","Total_Nonfamily_households_Less_10000","Alaska",7659.59
"2019","Percent_Nonfamily_households_10000_14999","Alaska",6.3
"2019","Total_Nonfamily_households_10000_14999","Alaska",5611.095
"2019","Percent_Nonfamily_households_15000_24999","Alaska",12.5
"2019","Total_Nonfamily_households_15000_24999","Alaska",11133.125
"2019","Percent_Nonfamily_households_25000_34999","Alaska",10.1
"2019","Total_Nonfamily_households_25000_34999","Alaska",8995.565
"2019","Percent_Nonfamily_households_35000_49999","Alaska",15
"2019","Total_Nonfamily_households_35000_49999","Alaska",13359.75
"2019","Percent_Nonfamily_households_50000_74999","Alaska",18.5
"2019","Total_Nonfamily_households_50000_74999","Alaska",16477.025
"2019","Percent_Nonfamily_households_75000_99999","Alaska",12.6
"2019","Total_Nonfamily_households_75000_99999","Alaska",11222.19
"2019","Percent_Nonfamily_households_100000_149999","Alaska",10.8
"2019","Total_Nonfamily_households_100000_149999","Alaska",9619.02
"2019","Percent_Nonfamily_households_150000_199999","Alaska",2.6
"2019","Total_Nonfamily_households_150000_199999","Alaska",2315.69
"2019","Percent_Nonfamily_households_200000_or_more","Alaska",3
"2019","Total_Nonfamily_households_200000_or_more","Alaska",2671.95
"2019","Nonfamily_households_median_income_(dollars)","Alaska",47508
"2019","Nonfamily_households_mean_income_(dollars)","Alaska",61602
"2021","Total_Households","Alaska",271311
"2021","Percent_Households_Less_10000","Alaska",5.4
"2021","Total_Households_Less_10000","Alaska",14650.794
"2021","Percent_Households_10000_14999","Alaska",3
"2021","Total_Households_10000_14999","Alaska",8139.33
"2021","Percent_Households_15000_24999","Alaska",6.3
"2021","Total_Households_15000_24999","Alaska",17092.593
"2021","Percent_Households_25000_34999","Alaska",6.2
"2021","Total_Households_25000_34999","Alaska",16821.282
"2021","Percent_Households_35000_49999","Alaska",10.3
"2021","Total_Households_35000_49999","Alaska",27945.033
"2021","Percent_Households_50000_74999","Alaska",16.7
"2021","Total_Households_50000_74999","Alaska",45308.937
"2021","Percent_Households_75000_99999","Alaska",13.6
"2021","Total_Households_75000_99999","Alaska",36898.296
"2021","Percent_Households_100000_149999","Alaska",18.6
"2021","Total_Households_100000_149999","Alaska",50463.846
"2021","Percent_Households_150000_199999","Alaska",9.7
"2021","Total_Households_150000_199999","Alaska",26317.167
"2021","Percent_Households_200000_or_more","Alaska",10.2
"2021","Total_Households_200000_or_more","Alaska",27673.722
"2021","Households_median_income_(dollars)","Alaska",77845
"2021","Household_mean_income_(dollars)","Alaska",100519
"2021","Total_Families","Alaska",172376
"2021","Percent_Families_Less_10000","Alaska",2.6
"2021","Total_Families_Less_10000","Alaska",4481.776
"2021","Percent_Families_10000_14999","Alaska",1.3
"2021","Total_Families_10000_14999","Alaska",2240.888
"2021","Percent_Families_15000_24999","Alaska",4.1
"2021","Total_Families_15000_24999","Alaska",7067.416
"2021","Percent_Families_25000_34999","Alaska",4.4
"2021","Total_Families_25000_34999","Alaska",7584.544
"2021","Percent_Families_35000_49999","Alaska",9.2
"2021","Total_Families_35000_49999","Alaska",15858.592
"2021","Percent_Families_50000_74999","Alaska",16.1
"2021","Total_Families_50000_74999","Alaska",27752.536
"2021","Percent_Families_75000_99999","Alaska",14.8
"2021","Total_Families_75000_99999","Alaska",25511.648
"2021","Percent_Families_100000_149999","Alaska",21.4
"2021","Total_Families_100000_149999","Alaska",36888.464
"2021","Percent_Families_150000_199999","Alaska",12.3
"2021","Total_Families_150000_199999","Alaska",21202.248
"2021","Percent_Families_200000_or_more","Alaska",13.7
"2021","Total_Families_200000_or_more","Alaska",23615.512
"2021","Families_median_income_(dollars)","Alaska",95344
"2021","Families_mean_income_(dollars)","Alaska",117828
"2021","Total_Married-couple-families","Alaska",129937
"2021","Percent_Married-couple-families_Less_10000","Alaska",0.8
"2021","Total_Married-couple-families_Less_10000","Alaska",1039.496
"2021","Percent_Married-couple-families_10000_14999","Alaska",0.7
"2021","Total_Married-couple-families_10000_14999","Alaska",909.559
"2021","Percent_Married-couple-families_15000_24999","Alaska",2.4
"2021","Total_Married-couple-families_15000_24999","Alaska",3118.488
"2021","Percent_Married-couple-families_25000_34999","Alaska",2.7
"2021","Total_Married-couple-families_25000_34999","Alaska",3508.299
"2021","Percent_Married-couple-families_35000_49999","Alaska",7.4
"2021","Total_Married-couple-families_35000_49999","Alaska",9615.338
"2021","Percent_Married-couple-families_50000_74999","Alaska",15.6
"2021","Total_Married-couple-families_50000_74999","Alaska",20270.172
"2021","Percent_Married-couple-families_75000_99999","Alaska",14.8
"2021","Total_Married-couple-families_75000_99999","Alaska",19230.676
"2021","Percent_Married-couple-families_100000_149999","Alaska",23.8
"2021","Total_Married-couple-families_100000_149999","Alaska",30925.006
"2021","Percent_Married-couple-families_150000_199999","Alaska",14.5
"2021","Total_Married-couple-families_150000_199999","Alaska",18840.865
"2021","Percent_Married-couple-families_200000_or_more","Alaska",17.1
"2021","Total_Married-couple-families_200000_or_more","Alaska",22219.227
"2021","Married-couple-families_median_income_(dollars)","Alaska",109728
"2021","Married-couple-families_mean_income_(dollars)","Alaska",133300
"2021","Total_Nonfamily_households","Alaska",98935
"2021","Percent_Nonfamily_households_Less_10000","Alaska",10.9
"2021","Total_Nonfamily_households_Less_10000","Alaska",10783.915
"2021","Percent_Nonfamily_households_10000_14999","Alaska",6.1
"2021","Total_Nonfamily_households_10000_14999","Alaska",6035.035
"2021","Percent_Nonfamily_households_15000_24999","Alaska",10.3
"2021","Total_Nonfamily_households_15000_24999","Alaska",10190.305
"2021","Percent_Nonfamily_households_25000_34999","Alaska",10.7
"2021","Total_Nonfamily_households_25000_34999","Alaska",10586.045
"2021","Percent_Nonfamily_households_35000_49999","Alaska",13.7
"2021","Total_Nonfamily_households_35000_49999","Alaska",13554.095
"2021","Percent_Nonfamily_households_50000_74999","Alaska",17.3
"2021","Total_Nonfamily_households_50000_74999","Alaska",17115.755
"2021","Percent_Nonfamily_households_75000_99999","Alaska",10.7
"2021","Total_Nonfamily_households_75000_99999","Alaska",10586.045
"2021","Percent_Nonfamily_households_100000_149999","Alaska",12.9
"2021","Total_Nonfamily_households_100000_149999","Alaska",12762.615
"2021","Percent_Nonfamily_households_150000_199999","Alaska",4.7
"2021","Total_Nonfamily_households_150000_199999","Alaska",4649.945
"2021","Percent_Nonfamily_households_200000_or_more","Alaska",2.7
"2021","Total_Nonfamily_households_200000_or_more","Alaska",2671.245
"2021","Nonfamily_households_median_income_(dollars)","Alaska",48081
